kind,address,name,type,owner,other_names,notes
func,06c9:75ea,music_tick,void far(void),platform,,timer routine: SONGS.BIN pattern player (menus)
func,06c9:780e,rand8,u8(void),platform,,table PRNG DS:66E6/DS:66E8
func,06c9:782c,gfx_free_buffer,void(far Desc*),platform,,row pool CS:B269 -= (h+13)*2; free block via 06c9:7490
func,06c9:7866,write_file_or_die,"int(char*name,u16 off,u16 seg,u32 len)",platform,,create+write 0x4000 chunks; fatal on error
func,06c9:7874,write_file,"int(char*name,u16 off,u16 seg,u32 len)",platform,,same; errors ignored; returns 0
func,06c9:78f8,gfx_targets_save,void(u16*),platform,,26 words CS:AF3A -> DS buffer
func,06c9:7918,gfx_targets_restore,void(u16*),platform,,DS buffer -> CS:AF3A
func,06c9:7934,sound_off,void far(void),platform,,no callers
func,06c9:7940,sound_on,void far(void),platform,,no callers
func,06c9:7946,sfx_set_loop,void far(u8 far *s),platform,,loop stream; starts now if no one-shot
func,06c9:7971,sfx_clear_loop,void far(void),platform,,DS:5EFD=0
func,06c9:7977,sfx_play,void far(u8 far *s),platform,,one-shot stream now
func,06c9:798f,sfx_is_playing,int far(void),platform,,DS:5EFC; no callers
func,06c9:7995,sfx_stop,void far(void),platform,,DS:5EEE=0; no callers
func,06c9:799c,sfx_play_if_enabled,void far(u8 far *s),platform,,if DS:5EFB==3; no callers
func,06c9:79bb,music_on,void far(void),platform,,no callers
func,06c9:79c1,music_off,void far(void),platform,,no callers
func,06c9:79c8,ticks_get,long far(void),platform,,DS:5E8C
func,06c9:79d2,ticks_since,long far(long t),platform,,no callers
func,06c9:79ea,ticks_lap,long far(void),platform,,DS:681C; no callers
func,06c9:7a07,ticks_reset,void far(void),platform,,no callers
func,06c9:7a10,deadline_set,void far(long n),platform,,DS:6818 = now + n
func,06c9:7a27,deadline_wait,void far(void),platform,,busy wait
func,06c9:7a3b,deadline_passed,int far(void),platform,,1 if now >= DS:6818
func,06c9:7a55,delay_ticks,void far(long n),platform,,busy wait n ticks
func,06c9:7a82,gfx_set_text_colours,void(u16 fg; u16 bg),platform,,DS:6820/6822
func,06c9:7a93,gfx_set_text_cursor,void(u16 x; u16 y),platform,,dead
func,06c9:7aa4,text_state_save,void(u16 *buf),platform,,11 words DS:6820
func,06c9:7abd,text_state_restore,void(u16 *buf),platform,,11 words DS:6820
func,06c9:7c16,huff_decode,"u32(u16 in_off,u16 in_seg,u16 out_off,u16 out_seg,u16 total_paras)",platform,,Huffman pass (type 2); returns header size; n bit7 = delta mode
func,06c9:7d5e,gfx_select_target,void(far Desc*),platform,select_target,13 words -> CS:AF3A | platform: copy 13-word descriptor to CS:AF3A
func,06c9:7d7c,blit_and_clip_hot,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,clipped AND at x-hot_x | platform
func,06c9:7d9c,blit_and_clip_raw,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,clipped AND at x
func,06c9:7dbc,blit_and_clip_own,"void(u16 off,u16 seg)",platform,,clipped AND at header x | platform
func,06c9:808a,blit_and_hot,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,"unclipped AND | platform, unclipped"
func,06c9:80aa,blit_and_raw,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,unclipped AND
func,06c9:80ca,blit_and_own,"void(u16 off,u16 seg)",platform,,"unclipped AND | platform, unclipped"
func,06c9:82d0,rect_clear_plane,asm,platform,,RAM constant-plane clear (ES:DI DX SI CX BX AL)
func,06c9:8336,rect_set_plane,asm,platform,,RAM constant-plane set
func,06c9:839c,rect_xor_plane,asm,platform,,RAM constant-plane invert
func,06c9:840a,gfx_clear_screen,void(u8 colour),platform,,A000h all planes
func,06c9:843e,gfx_clear_clip,void(u8 colour),platform,fill_clip,fill live clip rectangle | platform
func,06c9:8582,gfx_draw_line,"void(s16 x0,s16 y0,s16 x1,s16 y1,u8 colour)",platform,,clipped line; pixel = colour
func,06c9:89a2,gfx_fill_rect_clip,"void(s16 x,s16 y,s16 w,s16 h,u8 colour)",platform,fill_rect_clip,clip then fill_rect body | platform; falls into 8a0c
func,06c9:8a0c,gfx_fill_rect,"void(s16 x,s16 y,s16 w,s16 h,u8 colour)",platform,,unclipped rectangle; colour low nibble
func,06c9:8cd8,gfx_dissolve4,"void(u16 off,u16 seg,u8 phase)",platform,,screen dissolve masks 11 88 44 22
func,06c9:8f12,gfx_dissolve8,"void(u16 off,u16 seg,u8 phase)",platform,,screen dissolve (TD1 0x768B)
func,06c9:90e8,gfx_init_ega,void(void),platform,,mode 0Dh + palette DS:6848
func,06c9:916c,blit_copy_clip_hot,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,clipped REPLACE | platform
func,06c9:91a4,blit_copy_clip_raw,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,clipped REPLACE | platform
func,06c9:91d6,blit_copy_clip_own,"void(u16 off,u16 seg)",platform,,clipped REPLACE at header x/y
func,06c9:9c58,blit_copy_hot,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,unclipped REPLACE
func,06c9:9c90,blit_copy_raw,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,"unclipped REPLACE | platform, unclipped"
func,06c9:9cc2,blit_copy_own,"void(u16 off,u16 seg)",platform,,"unclipped REPLACE at header x/y | platform, unclipped"
func,06c9:a530,gfx_draw_text,void(char *s; u16 x; u16 y),platform,,TD1 0x4BD0
func,06c9:a547,gfx_draw_text_at_cursor,void(char *s),platform,,TD1 0x4BE7; no callers
func,06c9:a6d8,blit_or_clip_hot,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,clipped OR | platform
func,06c9:a6f8,blit_or_clip_raw,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,clipped OR | platform
func,06c9:a718,blit_or_clip_own,"void(u16 off,u16 seg)",platform,,clipped OR | platform
func,06c9:a9d2,blit_or_hot,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,"unclipped OR | platform, unclipped"
func,06c9:a9f2,blit_or_raw,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,"unclipped OR | platform, unclipped"
func,06c9:aa12,blit_or_own,"void(u16 off,u16 seg)",platform,,"unclipped OR | platform, unclipped"
func,06c9:abfa,gfx_set_palette,void(u16 ds_table),platform,,INT 10h AX=1002h
func,06c9:ac1c,grab_into_sprite_hot,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,screen -> sprite planes; no callers
func,06c9:ac40,grab_into_sprite_raw,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,screen -> sprite planes; stores x/y in header
func,06c9:ac64,grab_into_sprite_own,"void(u16 off,u16 seg)",platform,,screen -> sprite planes at x&~7; no callers
func,06c9:ad22,rect_clear_plane_ega,asm,platform,,EGA constant-plane clear
func,06c9:ad8b,rect_set_plane_ega,asm,platform,,EGA constant-plane set
func,06c9:adf4,rect_xor_plane_ega,asm,platform,,EGA constant-plane invert
func,06c9:ae62,gfx_scroll_window,"void(s16 x,s16 y,s16 w,s16 h,s16 step,u16 soff,u16 sseg,s16 srow)",platform,,write-mode-1 scroll + sprite row
func,06c9:b0fe,gfx_create_buffer,"far Desc*(u16 width_px,u16 h,u16 planes)",platform,create_buffer,WINDOW block + descriptor | platform
func,06c9:ba3c,gfx_plot,"void(s16 x,s16 y,u8 colour)",platform,plot_pixel,single pixel | platform
func,06c9:bac8,blit_xor_clip_hot,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,clipped XOR | platform
func,06c9:bae8,blit_xor_clip_raw,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,clipped XOR
func,06c9:bb08,blit_xor_clip_own,"void(u16 off,u16 seg)",platform,,clipped XOR
func,06c9:c132,blit_xor_hot,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,unclipped XOR
func,06c9:c152,blit_xor_raw,"void(u16 off,u16 seg,s16 x,s16 y)",platform,,"unclipped XOR | platform, unclipped"
func,06c9:c172,blit_xor_own,"void(u16 off,u16 seg)",platform,,"unclipped XOR | platform, unclipped"
func,06c9:c63e,getkey_until_slow_deadline,int far(void),platform,,buggy u32 compare
func,06c9:c65c,wait_key_slow,int far(long n),platform,,no callers; buggy u32 compare
func,06c9:c692,slow_ticks_get,long far(void),platform,,DS:5E90
func,06c9:c69c,slow_deadline_set,void far(long n),platform,,DS:68D6 = slow + n
func,06c9:c6b3,slow_deadline_wait,void far(void),platform,,no callers; buggy u32 compare
func,06c9:c6c5,delay_slow,void far(long n),platform,,busy wait n slow ticks (5 ticks each)
func,06c9:c6f0,res_count,u16(far arc),platform,,archive resource count
func,06c9:c701,res_ptr,"far ptr(far arc,u16 index)",platform,,normalised pointer to resource index (offset table not relocated)
func,06c9:c760,res_name,"void(far arc,u16 index,u32 *out)",platform,,4-char name of resource index
func,06c9:c784,gfx_grab_screen,"void(s16 sx,s16 sy,s16 dx,s16 dy,s16 w_px,s16 h)",platform,,screen rect -> current RAM target
func,06c9:c838,res_unflip_archive,"void(far arc,far tmp)",platform,,column-major plane blocks -> row-major
func,06c9:c958,draw_cursor_glyph,"void(s16 x,s16 y,u16 idx)",platform,,XOR underline cursor
func,06c9:c984,gfx_draw_line_or,"void(s16 x0,s16 y0,s16 x1,s16 y1,u8 colour)",platform,,TD1-style OR line (calibration screen)
func,13a3:0006,cos_deg8,s16(AL deg),platform,,8.8 cosine via sin table; not CRT
func,13a3:0012,sin_deg8,s16(AL s8 deg),platform,,8.8 sine table DS:54AA; not CRT
func,13a3:0038,tan_deg8,s16(AL s8 deg),platform,tan256_lookup,"8.8 tangent table DS:5560; not CRT | DS:5560 table, sign from AL"
func,13a8:002e,copy_protection_check,far,platform,copyprot_check,disk-key protection in CRT segment; 0 = passed; port: treat as passed | floppy track 39 check; self-modifying; not CRT; dropped
func,13a8:0163,copyprot_arm,void (void),game_flow,,"writes failed-state bytes (06c9:424a/4275/42ad/1bf7, DS:5656=0x63)"
func,13a8:0189,copyprot_pass,void (void),game_flow,,"06c9:1bf7=RETF, DS:5656=0, return 0"
func,13a8:03f8,_astart,entry,platform,,MSC 5.x startup (MZ entry point)
func,13a8:04be,_cinit,far,platform,,MSC 5.x
func,13a8:0582,exit,void(int),platform,,MSC 5.x
func,13a8:0599,_exit,void(int),platform,,MSC 5.x
func,13a8:05e0,_ctermsub,near,platform,,MSC 5.x
func,13a8:060d,_initterm,near,platform,,MSC 5.x
func,13a8:0620,_FF_MSGBANNER,far,platform,,MSC 5.x
func,13a8:064a,_chkstk,far,platform,,MSC 5.x
func,13a8:066e,_nullcheck,far,platform,,MSC 5.x
func,13a8:0694,_setargv,far,platform,,MSC 5.x (likely)
func,13a8:0826,_setenvp,far,platform,,MSC 5.x (likely)
func,13a8:088c,_NMSG_TEXT,far,platform,,MSC 5.x message table DS:82C4
func,13a8:08b7,_NMSG_WRITE,far,platform,,MSC 5.x
func,13a8:08e2,_myalloc,near,platform,,MSC 5.x startup heap helper (guess)
func,13a8:094a,_dosmaperr,near,platform,,MSC 5.x (likely)
func,13a8:0978,fclose,int(FILE*),platform,,MSC 5.x
func,13a8:0a3a,flushall,int(void),platform,,MSC 5.x (likely)
func,13a8:0a6e,fopen,"FILE*(char*,char*)",platform,,MSC 5.x
func,13a8:0a9c,fprintf,"int(FILE*,char*,...)",platform,,MSC 5.x
func,13a8:0ae0,fscanf,"int(FILE*,char*,...)",platform,,MSC 5.x
func,13a8:0b00,printf,"int(char*,...)",platform,,MSC 5.x
func,13a8:0b42,_filbuf,far,platform,,MSC 5.x (likely)
func,13a8:0be8,_getbuf,near,platform,,MSC 5.x (likely)
func,13a8:0c4e,_flsbuf,far,platform,,MSC 5.x (likely)
func,13a8:0df0,_freebuf,far,platform,,MSC 5.x (likely)
func,13a8:0e20,_openfile,far,platform,,MSC 5.x (likely)
func,13a8:0f16,_stbuf,far,platform,,MSC 5.x (likely)
func,13a8:0fc4,_ftbuf,far,platform,,MSC 5.x (likely)
func,13a8:105c,fflush,int(FILE*),platform,,MSC 5.x (likely)
func,13a8:10c6,_input,far,platform,,MSC 5.x scanf engine
func,13a8:192c,_output,far,platform,,MSC 5.x printf engine
func,13a8:219a,_getstream,far,platform,,MSC 5.x
func,13a8:21d6,ungetc,"int(int,FILE*)",platform,,MSC 5.x (likely)
func,13a8:223e,close,int(int),platform,,MSC 5.x
func,13a8:225e,lseek,"long(int,long,int)",platform,,MSC 5.x
func,13a8:22d8,open,"int(char*,int,...)",platform,,MSC 5.x
func,13a8:247c,read,"int(int,char*,unsigned)",platform,,MSC 5.x
func,13a8:2558,write,"int(int,char*,unsigned)",platform,,MSC 5.x
func,13a8:2682,stackavail,far,platform,,MSC 5.x (likely)
func,13a8:2696,free,void(void*),platform,,MSC 5.x _nfree (likely)
func,13a8:26a8,malloc,void*(unsigned),platform,,MSC 5.x _nmalloc (likely)
func,13a8:2852,_brkctl,far,platform,,MSC 5.x (likely)
func,13a8:2916,strcat,"char*(char*,char*)",platform,,MSC 5.x
func,13a8:2956,strcpy,"char*(char*,char*)",platform,,MSC 5.x
func,13a8:2988,strcmp,"int(char*,char*)",platform,,MSC 5.x
func,13a8:29b4,strlen,int(char*),platform,,MSC 5.x
func,13a8:29d0,itoa,"char*(int,char*,int)",platform,,MSC 5.x
func,13a8:29ec,ultoa,"char*(unsigned long,char*,int)",platform,,MSC 5.x (likely; shared body 2bb0)
func,13a8:29f6,abort,void(void),platform,,MSC 5.x: Abnormal program termination; raise(SIGABRT); _exit(3)
func,13a8:2a18,isatty,int(int),platform,,MSC 5.x
func,13a8:2a3c,sprintf,"int(char*,char*,...)",platform,,MSC 5.x
func,13a8:2a96,sscanf,"int(char*,char*,...)",platform,,MSC 5.x
func,13a8:2ad8,filelength,long(int),platform,,MSC 5.x
func,13a8:2b40,stricmp,"int(char*,char*)",platform,,MSC 5.x case-insensitive compare
func,13a8:2b82,memset,"void*(void*,int,unsigned)",platform,,MSC 5.x
func,13a8:2c1c,raise,int(int),platform,,MSC 5.x (likely)
func,13a8:2cb4,signal,"void*(int,void*)",platform,,MSC 5.x (likely)
func,13a8:2d57,_sigentry,far,platform,,MSC 5.x signal table lookup (likely)
func,13a8:2e20,unlink,int(char*),platform,,MSC 5.x
func,13a8:2e2e,_dos_getdrive,void(unsigned*),platform,,MSC 5.x
func,13a8:2e42,_aFldiv,far,platform,,MSC 5.x long divide
func,13a8:2ee8,_aFlmul,far,platform,,MSC 5.x long multiply
func,13a8:2f1c,_aFlrem,far,platform,,MSC 5.x long remainder (likely)
func,13a8:2fc4,_aFlshl,far,platform,,MSC 5.x long shift left
func,13a8:2fd0,_aFNalshl,far,platform,,MSC 5.x long shift left through pointer (likely)
func,16a7:0002,fatal,"void(char*fmt,...)",platform,,gfx_shutdown kbd_restore timer_restore printf abort
func,16aa:0002,toupper_c,int(char c),platform,,a-z -> A-Z
func,16ab:000c,draw_text_centered,void(char *s; u16 y),platform,,image 0x16ABC; x = target_w/2 - len*4
func,16af:0006,draw_rect_outline,void(s16 x0; s16 y0; s16 x1; s16 y1; u16 c),platform,,4 fill_rects
func,16b8:0000,find_nth_file,"char*(char*spec,int n)",platform,,find_first then find_next n-1 times
func,16bb:000a,edit_text_line,"int(char*buf,int maxlen,int x,int y,u32 timeout)",platform,,one-line editor; returns exit key or 0 on timeout
func,16bb:02a8,input_text_line,"int(char*buf,int maxlen,int x,int y,u32 timeout)",platform,,fill spaces then edit_text_line
func,16bb:02e6,edit_cursor_xor,far,platform,,draw editor cursor if DS:920E
func,16eb:000a,res_find_list,"void(farptr arc,char*names,farptr*out)",platform,,res_find per 4-char name | platform; aborts on missing
func,16eb:004c,res_find_list_opt,"void(farptr arc,char*names,farptr*out)",platform,,res_find_opt per 4-char name | platform; stores 0 for missing
func,16eb:008e,res_find_list_dup,"void(farptr arc,char*names,farptr*out)",platform,,duplicate of 16eb:000a; no callers
func,16eb:00d0,res_find_list_opt_dup,"void(farptr arc,char*names,farptr*out)",platform,,duplicate of 16eb:004c; no callers
func,16fc:0002,hotkeys_install,void (void),game_flow,,Ctrl-J/K/P/Q/S/X handlers | binds ^J ^K ^P ^Q ^S ^X
func,16fc:007c,exit_prompt,void (void),game_flow,prompt_exit_to_dos,EXIT TO DOS (Y/N) (Ctrl-X) | EXIT TO DOS (Y/N) box at 80;88 160x24
func,16fc:0220,status_strip,"void (char *msg, long ticks)",game_flow,message_box,bottom-row message (sound/music/keyboard) | bottom-line message then delay_slow
func,16fc:0358,pause_prompt,void (void),game_flow,prompt_pause,PAUSE (Ctrl-P) | PAUSE box at 0;88 320x24
func,1748:000e,load_shapes,farptr(char*name),platform,,.PES/.ESH search; cache; unpack+UNFLIP or raw load
func,1748:016a,shapes_paras,u16(char*name),platform,,same search; unpacked or file paragraphs; no callers
func,1769:000e,joy_calibrate_screen,void(void),platform,,3x3 calibration screen
global,DS:0040,drive_disk_type,u16[] by drive,game_flow,,type+1 of disk known in drive
global,DS:004E,disk_id_codes,char[5]x5,game_flow,,obfuscated MASTER/CAR/SCENERY/PLAY/PROGRAM ids
global,DS:0068,disk_type_names,char*[5],game_flow,,MASTER CAR SCENERY PLAY PROGRAM
global,DS:0072,master_serial,char[],game_flow,,from diskid.dat
global,DS:007C,protect_failed,u16,game_flow,,init 1; 0 = protection passed; port sets 0
global,DS:007E,logo_lines_a,s16[38x4],game_flow,,title line logo
global,DS:01AE,logo_lines_b,s16[38x4],game_flow,,DSI line logo
global,DS:02DE,showroom_speed,s16,game_flow,,0..200
global,DS:02E0,showroom_dist,s16,game_flow,,pixels
global,DS:02E2,menu_sel,s16,game_flow,,GAMEOPT selection 0..5
global,DS:02E4,difficulty,s16,game_flow,,0..11
global,DS:02E6,gas_attendant,char*[10],game_flow,,GASSTUFF sprite per stage
global,DS:02FA,rating_msgs,char*[24],game_flow,,rating*12+variant*4 (+2 second line)
global,DS:032A,end_guy_frame2,s16[19],game_flow,,ending guy frame x2
global,DS:0350,end_cop_frame2,s16[19],game_flow,,ending cop frame x2
global,DS:0376,end_frame_ticks,s16[19],game_flow,,ending frame durations
global,DS:039C,drive_names,char[5]x7,game_flow,,none A: .. F:
global,DS:0504,install_items,char*[7],game_flow,,install menu strings
global,DS:0520,xs_front,u16[60],scene_render,,195256/(i+4)
global,DS:0598,ys_front,u16[60],scene_render,,140672/(i+4)
global,DS:0610,w_front,u16[60],scene_render,,1200/(i+4)
global,DS:0688,carscale_front,u16[60],scene_render,,car sprite size 0..7
global,DS:0700,wide_toggle_ptr,u16,scene_render,,road address where road-byte bit 7 changed
global,DS:0702,row_skip_target,u16,scene_render,,span_fill_to jump target (0B7B / 28BD)
global,DS:0704,scenery_sky_handles,far[14],scene_render,,rcfA..clo3
global,DS:073C,front_draw_list,8-byte entries,scene_render,,traffic within 60 units
global,DS:0804,front_draw_list_len,u16,scene_render,,bytes
global,DS:0806,opp_row2,u16,scene_render,,opponent distance*2
global,DS:0808,opp_lat,s16,scene_render,,
global,DS:080A,cop_row2,u16,scene_render,,police distance*2
global,DS:080C,cop_lat,s16,scene_render,,
global,DS:080E,opp_road_handles,far[40],scene_render,,rcr/rc?M/rac/ra?M/brk
global,DS:098C,cliff_deco_pattern,u16[16],scene_render,,type + count<<8
global,DS:09AC,r_opp_brake,u8,scene_render,,
global,DS:09AD,r_cop_brake,u8,scene_render,,
global,DS:09AE,r_opp_alt,u8,scene_render,,
global,DS:09B0,start_height_front,s16,scene_render,,static 80
global,DS:09B2,drive_buf_desc,far ptr,platform,main_desc,320x92x4 driving view buffer (scene_render)
global,DS:09B6,main_sprite,far,scene_render,,
global,DS:09BA,main_rowtab,u16,scene_render,,CS offset
global,DS:09BE,span_bit,u16,scene_render,,
global,DS:09C0,span_x,u16,scene_render,,
global,DS:09C4,span_ol,s16[92],scene_render,,
global,DS:0A7C,span_l,s16[92],scene_render,,
global,DS:0B34,span_r,s16[92],scene_render,,
global,DS:0BEC,span_or,s16[92],scene_render,,
global,DS:0CA4,span_band,s16[92],scene_render,,
global,DS:0D5C,span_flags,u16[92],scene_render,,
global,DS:0E14,row_ol,s16[60],scene_render,,
global,DS:0E8C,row_l,s16[60],scene_render,,
global,DS:0F04,row_cx,s16[60],scene_render,,
global,DS:0F7C,row_r,s16[60],scene_render,,
global,DS:0FF4,row_or,s16[60],scene_render,,
global,DS:106C,row_sy,s16[60],scene_render,,
global,DS:10E4,row_clip,s16[60],scene_render,,
global,DS:115C,row_flags,u8 pairs[60],scene_render,,"flags byte, object byte"
global,DS:11D4,row_state,u8[60],scene_render,,
global,DS:124C,row_band,s16[60],scene_render,,
global,DS:12C4,lat_acc,s16,scene_render,,
global,DS:12C6,height_acc,s16,scene_render,,
global,DS:12C8,heading_acc,s16,scene_render,,
global,DS:12CA,walk_ptr,u16,scene_render,,
global,DS:12CC,walk_sub,u16,scene_render,,
global,DS:12CE,top_sy,s16,scene_render,,
global,DS:12D0,right_cut_x,s16,scene_render,,
global,DS:12D2,left_sky_x,s16,scene_render,,
global,DS:12D4,tunnel_in_sy,s16,scene_render,,
global,DS:12D6,tunnel_in_r,s16,scene_render,,
global,DS:12D8,tunnel_out_l,s16,scene_render,,
global,DS:1306,unit_phase,u16,scene_render,,
global,DS:1308,pitch_acc,s16,scene_render,,
global,DS:130A,left_cut_x,s16,scene_render,,
global,DS:130C,right_sky_x,s16,scene_render,,
global,DS:130E,left_cut_row,u16,scene_render,,
global,DS:1310,right_cut_row,u16,scene_render,,
global,DS:1312,left_sky_row,u16,scene_render,,
global,DS:1314,right_sky_row,u16,scene_render,,
global,DS:1316,top_row,u16,scene_render,,
global,DS:1318,tunnel_in_row,u16,scene_render,,
global,DS:131A,tunnel_out_row,u16,scene_render,,
global,DS:131C,tunnel_out_sy,s16,scene_render,,
global,DS:131E,tunnel_in_top,s16,scene_render,,
global,DS:1320,tunnel_out_top,s16,scene_render,,
global,DS:1322,tunnel_ceiling,s16,scene_render,,
global,DS:1324,tunnel_ceiling_row,u16,scene_render,,
global,DS:1326,tunnel_in_l,s16,scene_render,,
global,DS:1328,tunnel_out_r,s16,scene_render,,
global,DS:132A,left_sky_sy2,u16,scene_render,,
global,DS:132C,right_sky_sy2,u16,scene_render,,
global,DS:132E,obj_size,u16,scene_render,,
global,DS:1330,scale4,u16,scene_render,,
global,DS:1332,scale5,u16,scene_render,,
global,DS:1336,rec_w0,u16,scene_render,,
global,DS:1338,rec_w1,u16,scene_render,,
global,DS:133A,prev_road_byte,u8,scene_render,,
global,DS:133B,r0_state,u8,scene_render,,
global,DS:133C,r0_any,u8,scene_render,,
global,DS:133D,dash_phase,u8,scene_render,,
global,DS:133E,left_cut_state,u8,scene_render,,
global,DS:133F,right_cut_state,u8,scene_render,,
global,DS:1340,r_cop_active,u8,scene_render,,
global,DS:1341,r_cop_state,u8,scene_render,,
global,DS:1352,stream_engine,bytes,platform,engine_sound_data,FE00 55:3 56:1 FF engine loop | sound_start_loop argument
global,DS:1A72,traffic1_handles,far[32],scene_render,,CAR1
global,DS:1AF2,traffic2_handles,far[32],scene_render,,CAR2
global,DS:1B72,traffic3_handles,far[32],scene_render,,CAR3
global,DS:1BF2,cop_car_handles,far[32],scene_render,,COP
global,DS:1C72,cop_extra_handles,far[80],scene_render,,CLR/brk/CP/cp
global,DS:1DB2,scenery_handles,far[208],scene_render,,optional
global,DS:1DB4,scenery_sprites,far ptr[],simulation,,stage scenery sprite table (scene_render)
global,DS:20F2,road_handles,far[132],scene_render,,ROAD archive
global,DS:2302,result_jump_table,u16[10],scene_render,,
global,DS:2316,DIFF_VMAX,u16[12],simulation,,difficulty table
global,DS:232E,DIFF_ACCEL_MULT,u16[12],simulation,,difficulty table
global,DS:2346,DIFF_MIN_GAP,u16[12],simulation,,difficulty table
global,DS:235E,DIFF_CURVE_FACTOR,u16[12],simulation,,difficulty table
global,DS:2376,DIFF_LAT_RATE,u16[12],simulation,,difficulty table
global,DS:238E,DIFF_UNUSED,u16[12],simulation,,difficulty table; not read by the sim
global,DS:23A6,car,u8[0x34F],simulation,car_bin,player <car>.BIN | <CAR>.BIN; +000 num_gears (u8)
global,DS:23A8,car_rpm_max,u16,simulation,,car +002
global,DS:23AA,car_rpm_redline,u16,simulation,,car +004
global,DS:23AC,car_rpm_upshift,u16,simulation,,car +006
global,DS:23AE,car_rpm_downshift,u16,simulation,,car +008
global,DS:23B2,car_grip,u32,simulation,,car +00C
global,DS:23B8,car_gear_ratio,u16[7],simulation,,car +012
global,DS:23C6,car_knob_xy,u16[32],simulation,,"car +020; 16 (x,y)"
global,DS:2406,car_gate_slot,u8[9],simulation,,car +060
global,DS:240F,car_gate_gear,u8[9],simulation,,car +069
global,DS:2418,car_engine_strength,u8,simulation,,car +072
global,DS:2419,car_torque,u8[81],simulation,,car +073
global,DS:26F6,xs_mirror,u16[25],scene_render,,106416/(i+6)
global,DS:2728,ys_mirror,u16[25],scene_render,,57324/(i+6)
global,DS:275A,w_mirror,u16[25],scene_render,,360/(i+6)
global,DS:278C,carscale_mirror,u16[25],scene_render,,
global,DS:27BE,mirror_scenery_handles,far[11],scene_render,,rcfC..rmt2
global,DS:27F6,mirror_draw_list,8-byte entries,scene_render,,
global,DS:28BE,mirror_draw_list_len,u16,scene_render,,
global,DS:28C8,opp_front_handles,far[32],scene_render,,
global,DS:2A1C,r_opp_alt_m,u8,scene_render,,
global,DS:2A1E,start_height_mirror,s16,scene_render,,static 80
global,DS:2A20,mirror_desc,far,scene_render,,
global,DS:2A24,mirror_sprite,far,scene_render,,
global,DS:2A28,mirror_rowtab,u16,scene_render,,
global,DS:2A2C,row_ol_m,s16[25],scene_render,,
global,DS:2A5E,row_l_m,s16[25],scene_render,,
global,DS:2A90,row_cx_m,s16[25],scene_render,,
global,DS:2AC2,row_r_m,s16[25],scene_render,,
global,DS:2AF4,row_or_m,s16[25],scene_render,,
global,DS:2B26,row_sy_m,s16[25],scene_render,,
global,DS:2B58,row_clip_m,s16[25],scene_render,,
global,DS:2B8A,row_flags_m,u8 pairs[25],scene_render,,
global,DS:2BBC,row_state_m,u8[25],scene_render,,
global,DS:2BEE,row_band_m,s16[25],scene_render,,
global,DS:2C20,mirror_scalars,struct,scene_render,,front scalars 12C4..1341 + 0x195C
global,DS:2C62,unit_phase_m,u16,scene_render,,
global,DS:2C96,prev_road_byte_m,u8,scene_render,,
global,DS:2C97,r0_state_m,u8,scene_render,,
global,DS:2C9E,crack_line_ptrs,u16[7],scene_render,,
global,DS:2E08,pal_normal,u8[17],platform,palette_normal,scene_render copy of the game palette
global,DS:2E10,pal_flash,u8[17],platform,palette_flash,10..17 00..07 00 (crash flash)
global,DS:2E22,crack_line_counts,u8[7],scene_render,,
global,DS:2E29,seq_counter,u8,scene_render,,
global,DS:2F46,steer_angle,i16,simulation,steer,sim | +-0xE80
global,DS:2F48,view_yaw,i16,simulation,heading,sim | yaw >> 2 for the renderer
global,DS:2F4A,yaw,i16,simulation,,+-0x2800
global,DS:2F4C,knob_x,s16,scene_render,,
global,DS:2F4E,knob_y,s16,scene_render,,
global,DS:2F50,dot_x,s16[3],scene_render,,
global,DS:2F56,gear,u8,simulation,,0 = neutral
global,DS:2F58,dash_toggle,u8,simulation,gate_visible,D key
global,DS:2F59,gate_close_delay,u8,scene_render,gearbox_timer,
global,DS:2F5A,redraw_gate,u8,scene_render,gearbox_dirty,
global,DS:2F5B,redraw_inst,u8,scene_render,gauges_dirty,
global,DS:2F5C,redraw_hud,u8,scene_render,clock_dirty,
global,DS:2F5E,wheel_pose,u16,scene_render,,0/2/4
global,DS:2F60,gbox_desc,far,scene_render,,
global,DS:2F64,gbox_sprite,far,scene_render,,
global,DS:2F68,inst_desc,far,scene_render,,
global,DS:2F6C,inst_sprite,far,scene_render,,
global,DS:2F78,marker_save_x,u16,scene_render,,
global,DS:2F7A,marker_save_y,u16,scene_render,,
