kind,address,name,type,notes
global,DS:5F12,timer_routines,farptr[6],5 routines + terminator
global,DS:5F2E,sfx_div,u16[93],stream note divisors; slots 0x55-0x58 live
global,DS:6048,hotkey_table,u16[128],Ctrl/ASCII key handlers (seg 06c9)
global,DS:6148,key_handlers_ext,u16[133],extended key handlers by scan code
global,DS:6252,hotkey_busy,u8,re-entrancy guard
global,DS:6254,joy_menu_keys,u16[16],joystick bits -> menu key codes
global,DS:6274,joy_menu_last,u16,edge detect
global,DS:627C,joy_x,u16,raw count
global,DS:627E,joy_y,u16,raw count
global,DS:6280,joy_port_pre,u8,port 201h pre-sample
global,DS:6281,joy_result,u8,result bits
global,DS:6282,joy_xmin,s16,init 0x50
global,DS:6284,joy_xmax,s16,init 0
global,DS:6286,joy_xover_min,s16,spike filter
global,DS:6288,joy_xover_cnt,u16,spike filter (init 0)
global,DS:628A,joy_xlo,s16,25% threshold
global,DS:628C,joy_xhi,s16,75% threshold
global,DS:628E,joy_ymin,u16,init 0x50
global,DS:6290,joy_ymax,s16,init 0
global,DS:6292,joy_yover_min,s16,spike filter
global,DS:6294,joy_yover_cnt,u16,spike filter (init 0)
global,DS:6296,joy_ylo,u16,25% threshold
global,DS:6298,joy_yhi,u16,75% threshold
global,DS:629A,joy_xscale,u16,0x4000/range; unused
global,DS:629C,joy_yscale,u16,0x4000/range; unused
global,DS:629E,joy_dir_map,u8[16],bits -> direction 0..8
global,DS:62AE,old_int9,far ptr,saved vector
global,DS:62B2,old_int16,far ptr,saved vector
global,DS:62B6,kbd_last_key,u16,one-key buffer
global,DS:62B8,kbd_last_scan,u16,never read
global,DS:62BA,key_down,u8[0x5A],held state by XT scan code
global,DS:6314,kbd_xlat_normal,u8[0x5B],scan -> ASCII or 0x80|ext
global,DS:636F,kbd_xlat_shift,u8[0x5B],
global,DS:63CA,kbd_xlat_caps,u8[0x5B],Caps Lock key held
global,DS:6425,kbd_xlat_ctrl,u8[0x5B],
global,DS:6480,kbd_xlat_alt,u8[0x5B],
global,DS:64DC,getkey_fn,far ptr,current getkey (06c9:65c5)
global,DS:64E0,s_file_error2,char[],%s FILE ERROR\r (6aa2)
global,DS:6503,s_bad_pack,char[],%s INVALID PACK TYPE\r
global,DS:651A,s_locateshape,char[],locateshape - %-4.4s SHAPE OR SOUND NOT FOUND\r
global,DS:654A,s_reserve_oom,char[],reservememory - OUT OF MEMORY LOADING %s\r
global,DS:6574,s_reserve_oob,char[],reservememory - OUT OF MEMORY BLOCKS LOADING %s\r
global,DS:65A5,s_block_not_found,char[],memory manager - BLOCK NOT FOUND at SEG= %x\r
global,DS:65D2,mus_start,u8,start request
global,DS:65D3,mus_tempo,u16,ticks per length unit (low byte used; initial 0x14)
global,DS:65D5,mus_transpose_base,u16,always 0
global,DS:65D9,mus_transpose,u16,pattern transpose
global,DS:65E1,mus_on_left,u16,tone ticks left
global,DS:65E5,mus_off_left,u16,silent ticks left
global,DS:65E9,mus_pat,u16,next pattern event offset
global,DS:65ED,mus_list,u16,next pattern-list entry offset
global,DS:65EF,mus_list2,u16,song entry word 2 (unused)
global,DS:65F1,mus_list_loop,u16,song first list entry (FF target)
global,DS:65F3,mus_list2_loop,u16,unused copy
global,DS:65F5,mus_seg,u16,SONGS.BIN segment
global,DS:65F7,mus_voices,far ptr (seg; off),VOICES.BIN (segment word first)
global,DS:65FB,mus_note,u16,note index incl. transpose
global,DS:65FD,mus_div,u16,base divisor
global,DS:65FF,mus_arp_cnt,u16,arpeggio countdown
global,DS:6601,mus_arp_idx,u16,arpeggio step
global,DS:6603,mus_vib_cnt,u16,vibrato countdown
global,DS:6605,mus_vib_dir,s8,vibrato direction
global,DS:6607,mus_vib_ofs,s16,vibrato divisor offset
global,DS:6609,mus_voice,u8[28],current voice record
global,DS:663B,mus_div_table,u16[85],music note divisors
global,DS:66E6,rand8_idx,u16,rand8 index
global,DS:66E8,rand8_tab,u8[256],rand8 table
global,DS:6808,s_file_error3,char[],%s FILE ERROR\r (7866)
global,DS:6818,deadline,u32,tick deadline
global,DS:681C,lap_start,u32,ticks_lap reference
global,DS:6820,text_fg,u16,default 3
global,DS:6822,text_bg,u16,default 0
global,DS:6824,text_margin_x,u16,x after newline
global,DS:6826,text_x,u16,pen x
global,DS:6828,text_y,u16,pen y
global,DS:682C,text_glyph_h,u16,8
global,DS:682E,text_font,far ptr,DS:5BC2 (segment ignored)
global,DS:6832,text_adv_x,u16,8
global,DS:6834,text_adv_y,u16,8
global,DS:6836,text_enabled,u16,must be 1
global,DS:6838,fill_left_mask,u8[8],FF 7F 3F 1F 0F 07 03 01
global,DS:6840,fill_right_mask,u8[8],80 C0 E0 F0 F8 FC FE FF
global,DS:6848,pal_game,u8[17],00 01 02 03 04 05 06 07 10 11 12 13 14 15 16 17 00
global,DS:685A,str_exit_to_dos,char[],EXIT TO DOS (Y/N)
global,DS:686C,str_pause,char[],PAUSE - PRESS ANY KEY TO RESUME
global,DS:688C,s_ext_pes,char[],.PES
global,DS:6891,s_ext_esh,char[],.ESH
global,DS:6897,s_pes_cmp,char[],.PES (stricmp in load_shapes)
global,DS:689C,s_unflip,char[],UNFLIP block name
global,DS:68A4,g_shape_ext,near ptr[3],"{.PES .ESH """"}"
global,DS:68AA,s_pes_cmp2,char[],.PES (shapes_paras)
global,DS:68B0,s_window,char[],WINDOW block name (gfx_create_buffer)
global,DS:68CE,plot_bit_tab,u8[8],80 40 20 10 08 04 02 01
global,DS:68D6,slow_deadline,u32,slow-tick deadline
global,DS:68DA,g_heap_top,u16,heap end segment; 0 = not initialised
global,DS:68DC,g_heap_base,u16,heap start segment
global,DS:68DE,g_mem_cs,u16,CS saved by mem_init (unused)
global,DS:68E0,g_mem_ds,u16,DS saved by mem_init (unused)
global,DS:68E2,g_mem_rec,MemRec[50],memory records {name[12] paras seg flags}; [0] bottom sentinel; [49]=DS:6C54 top sentinel
global,DS:6C66,g_mem_first,near ptr,=DS:68E2
global,DS:6C68,g_mem_low,near ptr,top record of in-use low stack
global,DS:6C6A,g_mem_cache,near ptr,first record of cache region
global,DS:6C6C,g_mem_last,near ptr,=DS:6C54
global,DS:6CFC,joy_enabled,u8,1 joystick 0 keyboard
global,DS:6CFE,joy_calibrated,u16,bit0 tested by joy_read
global,DS:6D00,calib_sq_x,u16[9],calibration squares x
global,DS:6D12,calib_sq_y,u16[9],calibration squares y
global,DS:82B8,gfx_cseg,u16,0x06C9 for CS:AFxx reads
global,DS:842E,scn_font,far ptr,loaded <SCN>.FNT (segment DS:8430 used)
global,DS:8640,songs_ptr,far ptr,SONGS.BIN
global,DS:8A88,g_edit_x,s16,text editor x
global,DS:8A8A,g_edit_y,s16,text editor y
global,DS:8A9C,g_edit_pos,s16,text editor cursor index
global,DS:8CA0,g_edit_cursor_h,s16,cursor height 1 or 8 (insert)
global,DS:8CA2,page_buf_desc,far ptr,320x200x4 page buffer (game_flow)
global,DS:920E,g_edit_cursor_on,s16,cursor blink state
global,DS:940C,scn_signs,far ptr,loaded <SCN><n>.SGN (segment DS:940E used)
global,DS:942A,voices_ptr,far ptr,VOICES.BIN
